id,atc,name,dc_code,other_code,dc_name,other_name,random,path,cdist,res,jcn,lin,wup,lch,nam
769,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C1514428,Malignant tumour of peritoneum,Primary peritoneal carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
770,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0948380,Malignant tumour of peritoneum,metastatic colorectal cancer,0,-1,-1,-1,-1,-1,-1,-1,-1
771,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0153579,Malignant tumour of peritoneum,Neoplasm Fallopian Tube Malignant,0,-1,-1,-1,-1,-1,-1,-1,-1
772,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C3897738,Malignant tumour of peritoneum,Recurrent Fallopian Tube Carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
773,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0346161,Malignant tumour of peritoneum,Malignant epithelial tumour of ovary,0,-1,-1,-1,-1,-1,-1,-1,-1
774,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0346974,Malignant tumour of peritoneum,Secondary malignant neoplasm of colon ,0,-1,-1,-1,-1,-1,-1,-1,-1
775,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0302592,Malignant tumour of peritoneum,Carcinoma of the Cervix,0,-1,-1,-1,-1,-1,-1,-1,-1
776,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0278689,Malignant tumour of peritoneum,ovarian epithelial cancer recurrent,0,-1,-1,-1,-1,-1,-1,-1,-1
777,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0278678,Malignant tumour of peritoneum,renal cell cancer metastatic,0,-1,-1,-1,-1,-1,-1,-1,-1
778,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C0017636,Malignant tumour of peritoneum,Glioblastoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
779,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153467,C4083276,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
780,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C1621958,Neoplasm Fallopian Tube Malignant,Glioblastoma Multiforme,0,-1,-1,-1,-1,-1,-1,-1,-1
781,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C2585890,Neoplasm Fallopian Tube Malignant,Nonsquamous nonsmall cell neoplasm of lung,0,-1,-1,-1,-1,-1,-1,-1,-1
782,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0153467,Neoplasm Fallopian Tube Malignant,Malignant tumour of peritoneum,0,-1,-1,-1,-1,-1,-1,-1,-1
783,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C1514428,Neoplasm Fallopian Tube Malignant,Primary peritoneal carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
784,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0948380,Neoplasm Fallopian Tube Malignant,metastatic colorectal cancer,0,-1,-1,-1,-1,-1,-1,-1,-1
785,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C3897738,Neoplasm Fallopian Tube Malignant,Recurrent Fallopian Tube Carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
786,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0346161,Neoplasm Fallopian Tube Malignant,Malignant epithelial tumour of ovary,0,-1,-1,-1,-1,-1,-1,-1,-1
787,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0346974,Neoplasm Fallopian Tube Malignant,Secondary malignant neoplasm of colon ,0,-1,-1,-1,-1,-1,-1,-1,-1
788,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0302592,Neoplasm Fallopian Tube Malignant,Carcinoma of the Cervix,0,-1,-1,-1,-1,-1,-1,-1,-1
789,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0278689,Neoplasm Fallopian Tube Malignant,ovarian epithelial cancer recurrent,0,-1,-1,-1,-1,-1,-1,-1,-1
790,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0278678,Neoplasm Fallopian Tube Malignant,renal cell cancer metastatic,0,-1,-1,-1,-1,-1,-1,-1,-1
791,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C0017636,Neoplasm Fallopian Tube Malignant,Glioblastoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
792,L01XC07,bevacizumab                                                                                                                                                                                                                                               ,C0153579,C4083276,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
793,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0027819,Follicular lymphoma ,Neuroblastoma ,0,0.1111,0.1111,2.4531,0.1936,0.4871,0.5833,1.4917,0.145
794,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0079744,Follicular lymphoma ,diffuse large b cell lymphoma,0,0.25,0.25,3.623,0.2753,0.6661,0.8,2.3026,0.181
795,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0024305,Follicular lymphoma ,Non-Hodgkin's lymphoma ,0,0.5,0.5,3.623,0.5106,0.7872,0.8696,2.9957,0.2181
796,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0035412,Follicular lymphoma ,Rhabdomyosarcoma ,0,0.125,0.125,2.4531,0.1775,0.4655,0.6087,1.6094,0.1486
797,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0027708,Follicular lymphoma ,Nephroblastoma ,0,0.1667,0.1667,2.4531,0.1787,0.4672,0.6667,1.8971,0.1582
798,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0019829,Follicular lymphoma ,Hodgkin's disease ,0,0.25,0.25,3.3301,0.3132,0.6759,0.7826,2.3026,0.1772
799,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0006413,Follicular lymphoma ,Burkitt's lymphoma ,0,0.25,0.25,3.623,0.4437,0.7627,0.8,2.3026,0.181
800,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024301,C0023449,Follicular lymphoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
801,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0024301,Neuroblastoma ,Follicular lymphoma ,0,0.1111,0.1111,2.4531,0.1936,0.4871,0.5833,1.4917,0.145
802,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0079744,Neuroblastoma ,diffuse large b cell lymphoma,0,0.1,0.1,2.4531,0.2049,0.5013,0.56,1.3863,0.142
803,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0024305,Neuroblastoma ,Non-Hodgkin's lymphoma ,0,0.125,0.125,2.4531,0.3118,0.6047,0.6087,1.6094,0.1486
804,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0035412,Neuroblastoma ,Rhabdomyosarcoma ,0,0.1,0.1,2.4531,0.2202,0.5193,0.56,1.3863,0.142
805,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0027708,Neuroblastoma ,Nephroblastoma ,0,0.125,0.125,2.4531,0.222,0.5214,0.6087,1.6094,0.1486
806,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0019829,Neuroblastoma ,Hodgkin's disease ,0,0.125,0.125,2.4531,0.2593,0.5599,0.6087,1.6094,0.1486
807,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0006413,Neuroblastoma ,Burkitt's lymphoma ,0,0.1,0.1,2.4531,0.2855,0.5835,0.56,1.3863,0.142
808,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027819,C0023449,Neuroblastoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
809,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0024301,diffuse large b cell lymphoma,Follicular lymphoma ,0,0.25,0.25,3.623,0.2753,0.6661,0.8,2.3026,0.181
810,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0027819,diffuse large b cell lymphoma,Neuroblastoma ,0,0.1,0.1,2.4531,0.2049,0.5013,0.56,1.3863,0.142
811,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0024305,diffuse large b cell lymphoma,Non-Hodgkin's lymphoma ,0,0.3333,0.3333,3.623,0.5972,0.8123,0.8333,2.5903,0.195
812,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0035412,diffuse large b cell lymphoma,Rhabdomyosarcoma ,0,0.1111,0.1111,2.4531,0.187,0.4784,0.5833,1.4917,0.145
813,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0027708,diffuse large b cell lymphoma,Nephroblastoma ,0,0.1429,0.1429,2.4531,0.1883,0.4802,0.6364,1.743,0.1529
814,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0019829,diffuse large b cell lymphoma,Hodgkin's disease ,0,0.2,0.2,3.3301,0.3437,0.696,0.75,2.0794,0.1679
815,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0006413,diffuse large b cell lymphoma,Burkitt's lymphoma ,0,0.3333,0.3333,3.8445,0.6549,0.8343,0.8462,2.5903,0.2
816,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0079744,C0023449,diffuse large b cell lymphoma,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
817,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0024301,Non-Hodgkin's lymphoma ,Follicular lymphoma ,0,0.5,0.5,3.623,0.5106,0.7872,0.8696,2.9957,0.2181
818,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0027819,Non-Hodgkin's lymphoma ,Neuroblastoma ,0,0.125,0.125,2.4531,0.3118,0.6047,0.6087,1.6094,0.1486
819,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0079744,Non-Hodgkin's lymphoma ,diffuse large b cell lymphoma,0,0.3333,0.3333,3.623,0.5972,0.8123,0.8333,2.5903,0.195
820,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0035412,Non-Hodgkin's lymphoma ,Rhabdomyosarcoma ,0,0.1429,0.1429,2.4531,0.2722,0.5718,0.6364,1.743,0.1529
821,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0027708,Non-Hodgkin's lymphoma ,Nephroblastoma ,0,0.2,0.2,2.4531,0.2749,0.5743,0.7,2.0794,0.1649
822,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0019829,Non-Hodgkin's lymphoma ,Hodgkin's disease ,0,0.3333,0.3333,3.3301,0.8098,0.8436,0.8182,2.5903,0.1906
823,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0006413,Non-Hodgkin's lymphoma ,Burkitt's lymphoma ,0,0.3333,0.3333,3.623,3.3838,0.9608,0.8333,2.5903,0.195
824,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0024305,C0023449,Non-Hodgkin's lymphoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
825,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0024301,Rhabdomyosarcoma ,Follicular lymphoma ,0,0.125,0.125,2.4531,0.1775,0.4655,0.6087,1.6094,0.1486
826,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0027819,Rhabdomyosarcoma ,Neuroblastoma ,0,0.1,0.1,2.4531,0.2202,0.5193,0.56,1.3863,0.142
827,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0079744,Rhabdomyosarcoma ,diffuse large b cell lymphoma,0,0.1111,0.1111,2.4531,0.187,0.4784,0.5833,1.4917,0.145
828,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0024305,Rhabdomyosarcoma ,Non-Hodgkin's lymphoma ,0,0.1429,0.1429,2.4531,0.2722,0.5718,0.6364,1.743,0.1529
829,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0027708,Rhabdomyosarcoma ,Nephroblastoma ,0,0.1429,0.1429,2.4531,0.2011,0.4967,0.6364,1.743,0.1529
830,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0019829,Rhabdomyosarcoma ,Hodgkin's disease ,0,0.1429,0.1429,2.4531,0.2313,0.5316,0.6364,1.743,0.1529
831,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0006413,Rhabdomyosarcoma ,Burkitt's lymphoma ,0,0.1111,0.1111,2.4531,0.2519,0.5528,0.5833,1.4917,0.145
832,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0035412,C0023449,Rhabdomyosarcoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
833,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0024301,Nephroblastoma ,Follicular lymphoma ,0,0.1667,0.1667,2.4531,0.1787,0.4672,0.6667,1.8971,0.1582
834,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0027819,Nephroblastoma ,Neuroblastoma ,0,0.125,0.125,2.4531,0.222,0.5214,0.6087,1.6094,0.1486
835,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0079744,Nephroblastoma ,diffuse large b cell lymphoma,0,0.1429,0.1429,2.4531,0.1883,0.4802,0.6364,1.743,0.1529
836,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0024305,Nephroblastoma ,Non-Hodgkin's lymphoma ,0,0.2,0.2,2.4531,0.2749,0.5743,0.7,2.0794,0.1649
837,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0035412,Nephroblastoma ,Rhabdomyosarcoma ,0,0.1429,0.1429,2.4531,0.2011,0.4967,0.6364,1.743,0.1529
838,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0019829,Nephroblastoma ,Hodgkin's disease ,0,0.2,0.2,2.4531,0.2333,0.5337,0.7,2.0794,0.1649
839,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0006413,Nephroblastoma ,Burkitt's lymphoma ,0,0.1429,0.1429,2.4531,0.2543,0.5551,0.6364,1.743,0.1529
840,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0027708,C0023449,Nephroblastoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
841,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0024301,Hodgkin's disease ,Follicular lymphoma ,0,0.25,0.25,3.3301,0.3132,0.6759,0.7826,2.3026,0.1772
842,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0027819,Hodgkin's disease ,Neuroblastoma ,0,0.125,0.125,2.4531,0.2593,0.5599,0.6087,1.6094,0.1486
843,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0079744,Hodgkin's disease ,diffuse large b cell lymphoma,0,0.2,0.2,3.3301,0.3437,0.696,0.75,2.0794,0.1679
844,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0024305,Hodgkin's disease ,Non-Hodgkin's lymphoma ,0,0.3333,0.3333,3.3301,0.8098,0.8436,0.8182,2.5903,0.1906
845,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0035412,Hodgkin's disease ,Rhabdomyosarcoma ,0,0.1429,0.1429,2.4531,0.2313,0.5316,0.6364,1.743,0.1529
846,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0027708,Hodgkin's disease ,Nephroblastoma ,0,0.2,0.2,2.4531,0.2333,0.5337,0.7,2.0794,0.1649
847,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0006413,Hodgkin's disease ,Burkitt's lymphoma ,0,0.2,0.2,3.3301,0.6534,0.8131,0.75,2.0794,0.1679
848,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0019829,C0023449,Hodgkin's disease ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
849,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0024301,Burkitt's lymphoma ,Follicular lymphoma ,0,0.25,0.25,3.623,0.4437,0.7627,0.8,2.3026,0.181
850,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0027819,Burkitt's lymphoma ,Neuroblastoma ,0,0.1,0.1,2.4531,0.2855,0.5835,0.56,1.3863,0.142
851,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0079744,Burkitt's lymphoma ,diffuse large b cell lymphoma,0,0.3333,0.3333,3.8445,0.6549,0.8343,0.8462,2.5903,0.2
852,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0024305,Burkitt's lymphoma ,Non-Hodgkin's lymphoma ,0,0.3333,0.3333,3.623,3.3838,0.9608,0.8333,2.5903,0.195
853,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0035412,Burkitt's lymphoma ,Rhabdomyosarcoma ,0,0.1111,0.1111,2.4531,0.2519,0.5528,0.5833,1.4917,0.145
854,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0027708,Burkitt's lymphoma ,Nephroblastoma ,0,0.1429,0.1429,2.4531,0.2543,0.5551,0.6364,1.743,0.1529
855,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0019829,Burkitt's lymphoma ,Hodgkin's disease ,0,0.2,0.2,3.3301,0.6534,0.8131,0.75,2.0794,0.1679
856,L01CA02,vincristine                                                                                                                                                                                                                                               ,C0006413,C0023449,Burkitt's lymphoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
857,L01XX03,altretamine                                                                                                                                                                                                                                               ,C1140680,C0029925,Malignant Neoplasm of the Ovary,ovarian carcinomas,0,-1,-1,-1,-1,-1,-1,-1,-1
858,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0020538,Cerebrovascular accident ,Hypertensive disease ,0,0.25,0.25,2.2229,0.3668,0.6199,0.7368,2.3026,0.1738
859,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C1956346,Cerebrovascular accident ,Coronary artery disease ,0,0.1667,0.1667,2.2229,0.2862,0.5599,0.6667,1.8971,0.1582
860,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0264694,Cerebrovascular accident ,Chronic myocardial ischemia,0,-1,-1,-1,-1,-1,-1,-1,-1
861,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0010054,Cerebrovascular accident ,Coronary Arteriosclerosis,0,-1,-1,-1,-1,-1,-1,-1,-1
862,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0010068,Cerebrovascular accident ,Heart Diseases Coronary,0,0.2,0.2,2.2229,0.3164,0.5845,0.7,2.0794,0.1649
863,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0002962,Cerebrovascular accident ,Angina pectoris ,0,0.2,0.2,2.2229,0.2849,0.5588,0.7,2.0794,0.1649
864,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0151744,Cerebrovascular accident ,Myocardial ischemia ,0,0.25,0.25,2.2229,0.3745,0.6248,0.7368,2.3026,0.1738
865,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0038454,C0002963,Cerebrovascular accident ,Variant Angina Pectoris,0,0.1429,0.1429,2.2229,0.1867,0.4535,0.6364,1.743,0.1529
866,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0038454,Angina pectoris ,Cerebrovascular accident ,0,0.2,0.2,2.2229,0.2849,0.5588,0.7,2.0794,0.1649
867,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0020538,Angina pectoris ,Hypertensive disease ,0,0.25,0.25,2.2229,0.3169,0.5849,0.7368,2.3026,0.1738
868,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C1956346,Angina pectoris ,Coronary artery disease ,0,0.25,0.25,3.3526,0.6011,0.8012,0.7619,2.3026,0.1772
869,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0264694,Angina pectoris ,Chronic myocardial ischemia,0,-1,-1,-1,-1,-1,-1,-1,-1
870,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0010054,Angina pectoris ,Coronary Arteriosclerosis,0,-1,-1,-1,-1,-1,-1,-1,-1
871,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0010068,Angina pectoris ,Heart Diseases Coronary,0,0.3333,0.3333,3.3526,0.7516,0.8344,0.8,2.5903,0.1906
872,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0151744,Angina pectoris ,Myocardial ischemia ,0,0.5,0.5,3.3526,1.1908,0.8887,0.8421,2.9957,0.2127
873,C08CA01,amlodipine                                                                                                                                                                                                                                                ,C0002962,C0002963,Angina pectoris ,Variant Angina Pectoris,0,0.3333,0.3333,4.1924,0.5412,0.8194,0.8667,2.5903,0.195
874,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0024301,Malignant Tumor of the Cervix,Follicular lymphoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
875,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0079744,Malignant Tumor of the Cervix,diffuse large b cell lymphoma,0,-1,-1,-1,-1,-1,-1,-1,-1
876,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0677483,Malignant Tumor of the Cervix,carcinoma of the testis,0,-1,-1,-1,-1,-1,-1,-1,-1
877,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0024299,Malignant Tumor of the Cervix,Lymphoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
878,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0024305,Malignant Tumor of the Cervix,Non-Hodgkin's lymphoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
879,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0080032,Malignant Tumor of the Cervix,effusion pleural malignant,0,-1,-1,-1,-1,-1,-1,-1,-1
880,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0019829,Malignant Tumor of the Cervix,Hodgkin's disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
881,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0007137,Malignant Tumor of the Cervix,Squamous cell carcinoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
882,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C1272826,Malignant Tumor of the Cervix,FIGO stage finding for vulvar carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
883,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0278996,Malignant Tumor of the Cervix,Head and neck cancer ,0,-1,-1,-1,-1,-1,-1,-1,-1
884,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0007847,C0153601,Malignant Tumor of the Cervix,Malignant Neoplasm of the Penis,0,-1,-1,-1,-1,-1,-1,-1,-1
885,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0024301,C0007847,Follicular lymphoma ,Malignant Tumor of the Cervix,0,-1,-1,-1,-1,-1,-1,-1,-1
886,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0024301,C0079744,Follicular lymphoma ,diffuse large b cell lymphoma,0,0.25,0.25,3.623,0.2753,0.6661,0.8,2.3026,0.181
887,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0024301,C0677483,Follicular lymphoma ,carcinoma of the testis,0,-1,-1,-1,-1,-1,-1,-1,-1
888,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0024301,C0024299,Follicular lymphoma ,Lymphoma ,0,0.3333,0.3333,3.3301,0.4442,0.7474,0.8182,2.5903,0.1906
889,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0024301,C0024305,Follicular lymphoma ,Non-Hodgkin's lymphoma ,0,0.5,0.5,3.623,0.5106,0.7872,0.8696,2.9957,0.2181
890,L01DC01,bleomycin                                                                                                                                                                                                                                                 ,C0024301,C0080032,Follicular lymphoma ,effusion pleural malignant,0,0.1,0.1,2.1078,0.1367,0.3656,0.5217,1.3863,0.138
