atc,name,dc_code,other_code,dc_name,other_name,lesk,vector
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0024299,Malignant Tumor of the Cervix,"Lymphoma ",91822.0,0.8358
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0024305,Malignant Tumor of the Cervix,"Non-Hodgkin's lymphoma ",2250.0,0.7832
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0080032,Malignant Tumor of the Cervix,effusion pleural malignant,568.0,0.4742
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0019829,Malignant Tumor of the Cervix,"Hodgkin's disease ",89869.0,0.7977
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0007137,Malignant Tumor of the Cervix,"Squamous cell carcinoma ",98175.0,0.946
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C1272826,Malignant Tumor of the Cervix,FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0278996,Malignant Tumor of the Cervix,"Head and neck cancer ",91808.0,0.9467
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0007847,C0153601,Malignant Tumor of the Cervix,Malignant Neoplasm of the Penis,91016.0,0.9545
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0007847,"Follicular lymphoma ",Malignant Tumor of the Cervix,1266.0,0.6318
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0079744,"Follicular lymphoma ",diffuse large b cell lymphoma,29313.0,0.7592
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0677483,"Follicular lymphoma ",carcinoma of the testis,12294.0,0.6667
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0024299,"Follicular lymphoma ","Lymphoma ",48437.0,0.8642
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0024305,"Follicular lymphoma ","Non-Hodgkin's lymphoma ",70504.0,0.8974
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0080032,"Follicular lymphoma ",effusion pleural malignant,439.0,0.4718
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0019829,"Follicular lymphoma ","Hodgkin's disease ",41545.0,0.8705
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0007137,"Follicular lymphoma ","Squamous cell carcinoma ",13430.0,0.6506
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C1272826,"Follicular lymphoma ",FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0278996,"Follicular lymphoma ","Head and neck cancer ",1603.0,0.6522
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024301,C0153601,"Follicular lymphoma ",Malignant Neoplasm of the Penis,900.0,0.7328
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0007847,diffuse large b cell lymphoma,Malignant Tumor of the Cervix,959.0,0.4536
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0024301,diffuse large b cell lymphoma,"Follicular lymphoma ",29313.0,0.7592
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0677483,diffuse large b cell lymphoma,carcinoma of the testis,512.0,0.4488
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0024299,diffuse large b cell lymphoma,"Lymphoma ",21017.0,0.6854
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0024305,diffuse large b cell lymphoma,"Non-Hodgkin's lymphoma ",48013.0,0.7946
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0080032,diffuse large b cell lymphoma,effusion pleural malignant,487.0,0.4067
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0019829,diffuse large b cell lymphoma,"Hodgkin's disease ",29424.0,0.6287
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0007137,diffuse large b cell lymphoma,"Squamous cell carcinoma ",1966.0,0.434
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C1272826,diffuse large b cell lymphoma,FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0278996,diffuse large b cell lymphoma,"Head and neck cancer ",1266.0,0.5012
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0079744,C0153601,diffuse large b cell lymphoma,Malignant Neoplasm of the Penis,680.0,0.5554
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0007847,"Non-Hodgkin's lymphoma ",Malignant Tumor of the Cervix,2250.0,0.7832
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0024301,"Non-Hodgkin's lymphoma ","Follicular lymphoma ",70504.0,0.8974
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0079744,"Non-Hodgkin's lymphoma ",diffuse large b cell lymphoma,48013.0,0.7946
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0677483,"Non-Hodgkin's lymphoma ",carcinoma of the testis,12895.0,0.8034
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0024299,"Non-Hodgkin's lymphoma ","Lymphoma ",255158.0,0.9617
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0080032,"Non-Hodgkin's lymphoma ",effusion pleural malignant,600.0,0.5612
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0019829,"Non-Hodgkin's lymphoma ","Hodgkin's disease ",314680.0,0.9449
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0007137,"Non-Hodgkin's lymphoma ","Squamous cell carcinoma ",28612.0,0.7673
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C1272826,"Non-Hodgkin's lymphoma ",FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0278996,"Non-Hodgkin's lymphoma ","Head and neck cancer ",3711.0,0.804
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0024305,C0153601,"Non-Hodgkin's lymphoma ",Malignant Neoplasm of the Penis,1434.0,0.8458
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0007847,"Hodgkin's disease ",Malignant Tumor of the Cervix,89869.0,0.7977
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0024301,"Hodgkin's disease ","Follicular lymphoma ",41545.0,0.8705
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0079744,"Hodgkin's disease ",diffuse large b cell lymphoma,29424.0,0.6287
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0677483,"Hodgkin's disease ",carcinoma of the testis,13189.0,0.8096
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0024299,"Hodgkin's disease ","Lymphoma ",277014.0,0.9339
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0024305,"Hodgkin's disease ","Non-Hodgkin's lymphoma ",314680.0,0.9449
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0080032,"Hodgkin's disease ",effusion pleural malignant,592.0,0.5185
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0007137,"Hodgkin's disease ","Squamous cell carcinoma ",103248.0,0.7776
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C1272826,"Hodgkin's disease ",FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0278996,"Hodgkin's disease ","Head and neck cancer ",91214.0,0.8014
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0019829,C0153601,"Hodgkin's disease ",Malignant Neoplasm of the Penis,89157.0,0.8455
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0007847,FIGO stage finding for vulvar carcinoma,Malignant Tumor of the Cervix,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0024301,FIGO stage finding for vulvar carcinoma,"Follicular lymphoma ",-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0079744,FIGO stage finding for vulvar carcinoma,diffuse large b cell lymphoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0677483,FIGO stage finding for vulvar carcinoma,carcinoma of the testis,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0024299,FIGO stage finding for vulvar carcinoma,"Lymphoma ",-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0024305,FIGO stage finding for vulvar carcinoma,"Non-Hodgkin's lymphoma ",-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0080032,FIGO stage finding for vulvar carcinoma,effusion pleural malignant,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0019829,FIGO stage finding for vulvar carcinoma,"Hodgkin's disease ",-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0007137,FIGO stage finding for vulvar carcinoma,"Squamous cell carcinoma ",-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0278996,FIGO stage finding for vulvar carcinoma,"Head and neck cancer ",-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C1272826,C0153601,FIGO stage finding for vulvar carcinoma,Malignant Neoplasm of the Penis,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0007847,"Head and neck cancer ",Malignant Tumor of the Cervix,91808.0,0.9467
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0024301,"Head and neck cancer ","Follicular lymphoma ",1603.0,0.6522
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0079744,"Head and neck cancer ",diffuse large b cell lymphoma,1266.0,0.5012
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0677483,"Head and neck cancer ",carcinoma of the testis,2079.0,0.9222
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0024299,"Head and neck cancer ","Lymphoma ",93704.0,0.8484
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0024305,"Head and neck cancer ","Non-Hodgkin's lymphoma ",3711.0,0.804
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0080032,"Head and neck cancer ",effusion pleural malignant,598.0,0.4918
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0019829,"Head and neck cancer ","Hodgkin's disease ",91214.0,0.8014
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0007137,"Head and neck cancer ","Squamous cell carcinoma ",110042.0,0.8973
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C1272826,"Head and neck cancer ",FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0278996,C0153601,"Head and neck cancer ",Malignant Neoplasm of the Penis,89612.0,0.9511
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0007847,Malignant Neoplasm of the Penis,Malignant Tumor of the Cervix,91016.0,0.9545
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0024301,Malignant Neoplasm of the Penis,"Follicular lymphoma ",900.0,0.7328
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0079744,Malignant Neoplasm of the Penis,diffuse large b cell lymphoma,680.0,0.5554
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0677483,Malignant Neoplasm of the Penis,carcinoma of the testis,2137.0,0.9437
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0024299,Malignant Neoplasm of the Penis,"Lymphoma ",89632.0,0.8977
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0024305,Malignant Neoplasm of the Penis,"Non-Hodgkin's lymphoma ",1434.0,0.8458
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0080032,Malignant Neoplasm of the Penis,effusion pleural malignant,492.0,0.4959
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0019829,Malignant Neoplasm of the Penis,"Hodgkin's disease ",89157.0,0.8455
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0007137,Malignant Neoplasm of the Penis,"Squamous cell carcinoma ",98374.0,0.903
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C1272826,Malignant Neoplasm of the Penis,FIGO stage finding for vulvar carcinoma,-1.0,-1.0
L01DC01,"bleomycin                                                                                                                                                                                                                                                 ",C0153601,C0278996,Malignant Neoplasm of the Penis,"Head and neck cancer ",89612.0,0.9511
C07AA06,"timolol                                                                                                                                                                                                                                                   ",C0020538,C0017612,"Hypertensive disease ","Open-angle glaucoma ",1160.0,0.2098
C07AA06,"timolol                                                                                                                                                                                                                                                   ",C0020538,C0028840,?,?,73509.0,0.8961
L01CB01,"etoposide                                                                                                                                                                                                                                                 ",C0153594,C0007131,Malignant Neoplasm of the Testis,Non-Small Cell Carcinoma of the Lung,2897.0,0.9216
L01CB01,"etoposide                                                                                                                                                                                                                                                 ",C0153594,C0149925,Malignant Neoplasm of the Testis,small cell carcinoma of the lung,2828.0,0.8878
L01CB01,"etoposide                                                                                                                                                                                                                                                 ",C0149925,C0153594,small cell carcinoma of the lung,Malignant Neoplasm of the Testis,2828.0,0.8878
L01CB01,"etoposide                                                                                                                                                                                                                                                 ",C0149925,C0007131,small cell carcinoma of the lung,Non-Small Cell Carcinoma of the Lung,106774.0,0.9762
L01CA04,"vinorelbine                                                                                                                                                                                                                                               ",C0007131,C0278987,Non-Small Cell Carcinoma of the Lung,non-small cell lung cancer stage IV,6872.0,0.9548
L01DC03,"mitomycin                                                                                                                                                                                                                                                 ",C0281361,C0577731,Adenocarcinoma of pancreas,Disseminated adenocarcinoma,33.0,0.3322
C02CA04,"doxazosin                                                                                                                                                                                                                                                 ",C1739363,C0020538,?,?,186.0,0.5822
C02CA04,"doxazosin                                                                                                                                                                                                                                                 ",C1739363,C2937421,?,?,52900.0,0.8501
C05AD05,"procaine                                                                                                                                                                                                                                                  ",C0002921,C0002905,"Local anesthesia ",anesthesia analgesia,48327.0,0.7529
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0001144,C0870082,Acne vulgaris,"Hyperkeratosis ",575.0,0.6644
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0001144,C0023487,Acne vulgaris,acute promyelocytic leukaemia,457.0,0.3209
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0001144,C0025218,Acne vulgaris,"Chloasma ",295.0,0.7571
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0870082,C0001144,"Hyperkeratosis ",Acne vulgaris,575.0,0.6644
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0870082,C0023487,"Hyperkeratosis ",acute promyelocytic leukaemia,1024.0,0.5839
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0870082,C0025218,"Hyperkeratosis ","Chloasma ",490.0,0.7082
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0025218,C0001144,"Chloasma ",Acne vulgaris,295.0,0.7571
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0025218,C0870082,"Chloasma ","Hyperkeratosis ",490.0,0.7082
L01XX14,"tretinoin                                                                                                                                                                                                                                                 ",C0025218,C0023487,"Chloasma ",acute promyelocytic leukaemia,327.0,0.3049
C07AB04,"acebutolol                                                                                                                                                                                                                                                ",C0151636,C0020538,Ventricular premature contractions,"Hypertensive disease ",7980.0,0.6567
C07AB04,"acebutolol                                                                                                                                                                                                                                                ",C0151636,C0085612,Ventricular premature contractions,"Ventricular arrhythmia ",183412.0,0.9785
L01XX35,"anagrelide                                                                                                                                                                                                                                                ",C0040028,C0836924,essential thrombocythaemia,Thrombocytosis,40763.0,0.9676
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0600177,C0002103,Low cardiac output syndrome,Atopic rhinitis,109.0,0.2057
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0600177,C0020649,Low cardiac output syndrome,"Hypotension ",650.0,0.6644
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0600177,C0581377,Low cardiac output syndrome,Decompensated cardiac failure,84213.0,0.9977
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0600177,C0242073,Low cardiac output syndrome,"Pulmonary congestion ",171.0,0.4247
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0600177,C0042109,Low cardiac output syndrome,"Urticaria ",479.0,0.2191
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0600177,C0003469,Low cardiac output syndrome,"Anxiety disorder ",452.0,0.2307
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0020649,C0002103,"Hypotension ",Atopic rhinitis,168.0,0.1873
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0020649,C0600177,"Hypotension ",Low cardiac output syndrome,650.0,0.6644
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0020649,C0581377,"Hypotension ",Decompensated cardiac failure,834.0,0.6858
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0020649,C0242073,"Hypotension ","Pulmonary congestion ",713.0,0.2966
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0020649,C0042109,"Hypotension ","Urticaria ",2065.0,0.341
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0020649,C0003469,"Hypotension ","Anxiety disorder ",1863.0,0.2878
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0581377,C0002103,Decompensated cardiac failure,Atopic rhinitis,131.0,0.1927
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0581377,C0600177,Decompensated cardiac failure,Low cardiac output syndrome,84213.0,0.9977
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0581377,C0020649,Decompensated cardiac failure,"Hypotension ",834.0,0.6858
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0581377,C0242073,Decompensated cardiac failure,"Pulmonary congestion ",185.0,0.4275
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0581377,C0042109,Decompensated cardiac failure,"Urticaria ",656.0,0.229
C01CA04,"dopamine                                                                                                                                                                                                                                                  ",C0581377,C0003469,Decompensated cardiac failure,"Anxiety disorder ",606.0,0.2215
L01XA02,"carboplatin                                                                                                                                                                                                                                               ",C1140680,C0029925,Malignant Neoplasm of the Ovary,ovarian carcinomas,138731.0,0.9574
C01EA01,"alprostadil                                                                                                                                                                                                                                               ",C0039685,C0238397,"Tetralogy of Fallot ",Stenosis of pulmonary artery,8213.0,0.8658
C01EA01,"alprostadil                                                                                                                                                                                                                                               ",C0039685,C3665605,?,?,-1.0,-1.0
C01EA01,"alprostadil                                                                                                                                                                                                                                               ",C0039685,C0242855,"Tetralogy of Fallot ",Atresia of pulmonary valve congenital,9497.0,0.8782
C01EA01,"alprostadil                                                                                                                                                                                                                                               ",C0039685,C0013274,"Tetralogy of Fallot ",patent arteriosus ductus,95291.0,0.9793
C01EA01,"alprostadil                                                                                                                                                                                                                                               ",C0039685,C0003492,"Tetralogy of Fallot ",coarctation aortic,95350.0,0.9825
